start,end,line
1:09:16.059,1:09:20.13,better outside and out how do you mean

1:09:18.309,1:09:22.82,your files and your folders how do you

1:09:20.139,1:09:28.27,organize your stuff on the computer

1:09:22.829,1:09:30.15,minimally minimally minor you give

1:09:28.270,1:09:35.28,usually just a title and sometimes I'll

1:09:30.159,1:09:37.90,have I mean I've got like exactly

1:09:35.289,1:09:40.11,there's a poem called ant and I've got

1:09:37.900,1:09:43.15,ant one and two and three because I'm

1:09:40.119,1:09:44.92,not sure which of those drafts I prefer

1:09:43.150,1:09:47.40,I kind of like something about them all

1:09:44.920,1:09:51.48,it may be that eventually I'll get to a

1:09:47.409,1:09:55.15,a final version of that poem called ant

1:09:51.489,1:09:56.73,and eliminate the others or print them

1:09:55.150,1:09:58.23,off put them in a box and eliminate them

1:09:56.739,1:10:00.19,from the hard drive just get rid of them

1:09:58.239,1:10:03.76,so they don't they don't clutter up or

1:10:00.190,1:10:06.61,gift and get in the way but I'm not I'm

1:10:03.760,1:10:09.09,not all that resourceful with the

1:10:06.610,1:10:11.17,computer I think that you know a lot of

1:10:09.099,1:10:14.80,people are much more resourceful with it

1:10:11.170,1:10:16.57,isn't as a tool so I don't tend to to do

1:10:14.800,1:10:18.80,a lot of organization it's just where I

1:10:16.570,1:10:20.60,store individual poems for the

1:10:18.800,1:10:22.40,part so there's a a poem on your

1:10:20.600,1:10:25.37,particular title and that's it or

1:10:22.400,1:10:28.34,there's a manuscript under a particular

1:10:25.370,1:10:31.25,title or though now and this has got

1:10:28.340,1:10:35.44,particularly strange because so many

1:10:31.250,1:10:38.69,magazines are accepting submissions

1:10:35.440,1:10:41.57,online yeah you find you have to

1:10:38.690,1:10:44.75,assemble another file consisting of

1:10:41.570,1:10:46.70,three or four or five poems to sin which

1:10:44.750,1:10:48.58,also gets complicated - you have this

1:10:46.700,1:10:51.77,other whole set of files so I am

1:10:48.580,1:10:53.72,individual poems here I have batches of

1:10:51.770,1:10:55.64,poems that have been submitted over here

1:10:53.720,1:10:57.92,and after a while I'll just dump those

1:10:55.640,1:11:00.05,it was I've still got the other I've

1:10:57.920,1:11:02.63,still got the poems so I can tell me

1:11:00.050,1:11:07.76,well fit is the kind of Master File yes

1:11:02.630,1:11:12.29,yes and you don't ever have like Ian to

1:11:07.760,1:11:17.12,orient revise drink no no I do when I

1:11:12.290,1:11:19.28,lose track of I mean most of these are

1:11:17.120,1:11:25.58,two or three drafts that's let's see

1:11:19.280,1:11:27.32,that's number one number three and

1:11:25.580,1:11:29.42,really most leads our first graph still

1:11:27.320,1:11:32.60,early on here but I'll give you an get

1:11:29.420,1:11:41.21,back in here and find like four five

1:11:32.600,1:11:42.95,seven eight and and all and then you go

1:11:41.210,1:11:44.84,back through here and you end and go

1:11:42.950,1:11:49.34,they'll be poems in which they're you

1:11:44.840,1:11:51.29,know draft number 22 and eventually once

1:11:49.340,1:11:52.61,I decide that that's done then again it

1:11:51.290,1:11:54.65,goes into the computer is the kind of

1:11:52.610,1:11:56.12,final draft that's just the final poem

1:11:54.650,1:12:00.25,as it stands there and I'll eliminate

1:11:56.120,1:12:00.25,anything else that existed along the way

1:12:00.730,1:12:06.59,just to keep the old hard drive from

1:12:02.870,1:12:08.48,being cluttered up yeah and make and

1:12:06.590,1:12:10.85,make to just to make it easier to find

1:12:08.480,1:12:12.02,things when I want to know that's one of

1:12:10.850,1:12:14.36,those data

1:12:12.020,1:12:18.83,trying to figure out what was done and

1:12:14.360,1:12:19.76,and how you did it in so it's going to

1:12:18.830,1:12:22.31,bring you this to the end of this

1:12:19.760,1:12:23.93,section of questions and I want to ask

1:12:22.310,1:12:26.36,kind of add some sort of more pointed

1:12:23.930,1:12:30.02,questions about computer and using

1:12:26.360,1:12:33.05,correspondence and but I guess overall

1:12:30.020,1:12:35.81,can you do you see any distinct stages

1:12:33.050,1:12:38.45,in your writing process you see over the

1:12:35.810,1:12:40.67,course of your career you see like

1:12:38.450,1:12:45.32,distinct shifts or do you sort of see it

1:12:40.670,1:12:49.40,as a gradual change or not change orders

1:12:45.320,1:12:52.43,or staying the same as well I think III

1:12:49.400,1:12:58.73,I think there was one huge sort of shift

1:12:52.430,1:13:00.71,and that was when I moved from actually

1:12:58.730,1:13:01.91,going to change publishers when I second

1:13:00.710,1:13:05.42,two books came from the University of

1:13:01.910,1:13:08.72,Illinois press and I had this kind of

1:13:05.420,1:13:10.19,storybook thing that happened that I

1:13:08.720,1:13:12.62,gave a reading in a Writers Conference

1:13:10.190,1:13:15.44,at which there were the president of

1:13:12.620,1:13:18.37,Viking was there and the director of

1:13:15.440,1:13:22.36,publicity who is now my editor who is

1:13:18.370,1:13:26.57,famous I mean II edited Eat Pray Love uh

1:13:22.360,1:13:31.49,he he's TC Boyle's editor Paul slovic

1:13:26.570,1:13:33.74,and he was there and I gave this reading

1:13:31.490,1:13:37.79,and and the president of Viking came up

1:13:33.740,1:13:40.16,and said do you have a book I said why I

1:13:37.790,1:13:42.83,I got to start on what I'm working on

1:13:40.160,1:13:44.45,Linus send me what you got I sent him

1:13:42.830,1:13:50.00,six poems in the title of what I

1:13:44.450,1:13:51.83,perceived the book this book and three

1:13:50.000,1:13:55.88,weeks later I had an offer in a contract

1:13:51.830,1:13:57.41,in an envelope and a delivery date and I

1:13:55.880,1:14:01.01,called and I got the delivery date

1:13:57.410,1:14:04.31,extended six months and and bingo I was

1:14:01.010,1:14:07.19,on well that's sort of been the way I've

1:14:04.310,1:14:12.08,worked with penguin ever since when I

1:14:07.190,1:14:14.36,when I when I know what the book is

1:14:12.080,1:14:17.69,going to be when I have this sort of

1:14:14.360,1:14:19.38,abstract but nevertheless certain sense

1:14:17.690,1:14:21.21,that this is

1:14:19.380,1:14:22.38,the book is going to be this is how it's

1:14:21.210,1:14:25.92,going to work what it's going to revolve

1:14:22.380,1:14:28.02,around this is what the title is I'd

1:14:25.920,1:14:30.12,send my now I send the editor an email

1:14:28.020,1:14:31.77,and say well suppose could be called

1:14:30.120,1:14:38.10,anatomy of melancholy and other poems

1:14:31.770,1:14:42.45,I'd like to deliver in spring 2012 okay

1:14:38.100,1:14:47.73,he says and then they send me a contract

1:14:42.450,1:14:51.48,okay it's a you know yeah it's a it's

1:14:47.730,1:14:55.28,it's a pretty good deal but it you know

1:14:51.480,1:14:58.65,it's it's sort of a big shift because

1:14:55.280,1:15:02.10,it's from that point on I have not had

1:14:58.650,1:15:05.67,to worry about finding a publisher and

1:15:02.100,1:15:08.28,that's just a great luxury Seattle yeah

1:15:05.670,1:15:12.18,and so I can I can not pay attention to

1:15:08.280,1:15:14.34,so much of the sort of the professional

1:15:12.180,1:15:17.16,part is where I tell my students I mean

1:15:14.340,1:15:20.31,your writing is your life your

1:15:17.160,1:15:23.97,publishing is your career you live your

1:15:20.310,1:15:26.19,life you manage your career and

1:15:23.970,1:15:27.96,sometimes those things get so tangled up

1:15:26.190,1:15:30.87,and for some people they get tangled up

1:15:27.960,1:15:32.76,I think much to their detriment both on

1:15:30.870,1:15:35.58,the life side maybe less so on the

1:15:32.760,1:15:37.97,career side but they get all knotted

1:15:35.580,1:15:40.08,together and not that way

1:15:37.970,1:15:45.48,I've just been lucky enough that it

1:15:40.080,1:15:48.09,hasn't worked that way for me that was

1:15:45.480,1:15:49.23,called in the bank of beautiful Sam that

1:15:48.090,1:15:50.06,was the first one I did with Pam

1:15:49.230,1:15:56.16,granites

1:15:50.060,1:15:59.55,I've not done six books yeah and my one

1:15:56.160,1:16:01.71,question was that it does it seem I mean

1:15:59.550,1:16:03.30,I want to use the word organic here was

1:16:01.710,1:16:04.98,it more organic when you just kind of

1:16:03.300,1:16:07.41,wrote until you had a book and they

1:16:04.980,1:16:09.42,presented it or does it or actually is

1:16:07.410,1:16:11.22,it different now that you kind of know

1:16:09.420,1:16:14.16,that it's you're guaranteed basically

1:16:11.220,1:16:16.80,yeah yeah it really not worth it is that

1:16:14.160,1:16:20.36,it no no I know what you mean although I

1:16:16.800,1:16:23.67,think that there's something even more

1:16:20.360,1:16:24.35,organic for me about having the vision

1:16:23.670,1:16:26.57,of what

1:16:24.350,1:16:27.98,book is in advance even before I've

1:16:26.570,1:16:30.92,written some of the poems that are going

1:16:27.980,1:16:33.20,to comprise that book because it

1:16:30.920,1:16:35.96,completely changes my focus once I know

1:16:33.200,1:16:38.54,I mean people ask me now are you working

1:16:35.960,1:16:41.60,on a book no I'm just writing poems yeah

1:16:38.540,1:16:44.15,and that's a very serious distinction

1:16:41.600,1:16:46.06,for me and I'm not in any hurry to know

1:16:44.150,1:16:48.83,what the next book is and I just

1:16:46.060,1:16:52.52,published one less than a year ago right

1:16:48.830,1:16:55.19,well yeah so April so it's like seven

1:16:52.520,1:16:57.56,months old so you know it's going to be

1:16:55.190,1:16:59.57,a year or two before I begin to have

1:16:57.560,1:17:01.37,some sense and even then I might just a

1:16:59.570,1:17:06.88,success I really don't need to be in any

1:17:01.370,1:17:10.49,hurry yeah although Random House is now

1:17:06.880,1:17:12.05,penguin Random House and nobody knows

1:17:10.490,1:17:14.03,what that means yeah

1:17:12.050,1:17:16.13,Random House publishes Billy Collins and

1:17:14.030,1:17:18.38,nobody else Putnam publishes Linda

1:17:16.130,1:17:21.05,beards and Cornelius Eady and nobody

1:17:18.380,1:17:23.57,else penguins got a huge list

1:17:21.050,1:17:26.39,Knopf Scott a huge list does one

1:17:23.570,1:17:29.33,publisher need for poetry lists what's

1:17:26.390,1:17:30.74,going to happen yeah so alright good guy

1:17:29.330,1:17:33.95,can have no control over that so I'm

1:17:30.740,1:17:36.26,just I keep doing what I do and if

1:17:33.950,1:17:38.30,things change bummer

1:17:36.260,1:17:40.73,either that or not I don't know it might

1:17:38.300,1:17:43.31,be fine yeah but I do think that it's

1:17:40.730,1:17:45.74,been it really has been and it was that

1:17:43.310,1:17:49.04,first incidence of saying I get this

1:17:45.740,1:17:53.78,great opportunity penguin wants to

1:17:49.040,1:17:57.02,publish a book of mine I can I can make

1:17:53.780,1:17:59.66,this move to a New York house and I

1:17:57.020,1:18:03.77,don't have a book manuscript yet but if

1:17:59.660,1:18:05.78,I can promise to have this book

1:18:03.770,1:18:07.91,manuscript calm this of such-and-such a

1:18:05.780,1:18:12.62,date I'll have it and it works so well

1:18:07.910,1:18:16.79,for me I mean my first three books for

1:18:12.620,1:18:19.01,penguin all won prizes then it cooled

1:18:16.790,1:18:23.27,off that there stay still love me but

1:18:19.010,1:18:29.06,still I need to win another prize I

1:18:23.270,1:18:32.24,guess doing the best I can and if we

1:18:29.060,1:18:34.19,miss or profession will be coming I mean

1:18:32.240,1:18:36.11,it when you have those deadlines is it

1:18:34.190,1:18:37.06,in some way just that much more

1:18:36.110,1:18:39.73,generative

1:18:37.060,1:18:42.82,you don't you can't really have a block

1:18:39.730,1:18:46.12,no I well no and you know my colleague

1:18:42.820,1:18:48.04,Brandon trans yes there's no such thing

1:18:46.120,1:18:49.30,as writer's block if you call a plumber

1:18:48.040,1:18:52.15,he's not going to tell you I got

1:18:49.300,1:18:54.34,plumbers block I can't help you and and

1:18:52.150,1:18:56.50,we ought to be as be able to be as

1:18:54.340,1:18:59.07,professional about it as a plumber is I

1:18:56.500,1:19:01.84,mean that's facetious of course but I

1:18:59.070,1:19:03.61,you know bill Stafford always you sit

1:19:01.840,1:19:05.47,can't write lower your standards and

1:19:03.610,1:19:07.27,that's actually tremendously good advice

1:19:05.470,1:19:10.45,to me because you lower your standards

1:19:07.270,1:19:11.92,and it can open up it can open up in so

1:19:10.450,1:19:13.66,many different ways you don't really

1:19:11.920,1:19:16.06,lower your standards you quit trying to

1:19:13.660,1:19:18.22,second-guess yourself you quit sitting

1:19:16.060,1:19:20.35,down trying to write a great poem

1:19:18.220,1:19:21.46,because there's that's a recipe for

1:19:20.350,1:19:28.45,disaster

1:19:21.460,1:19:31.57,yeah so it's sort of like the questions

1:19:28.450,1:19:33.19,is more specifically about computers and

1:19:31.570,1:19:34.90,some of its going to be repetitive so if

1:19:33.190,1:19:37.75,you've answered mostly you need to go

1:19:34.900,1:19:39.58,more because you do me the favor of

1:19:37.750,1:19:45.97,repeating ourselves if you don't mind

1:19:39.580,1:19:48.18,and so I think beginning system is you

1:19:45.970,1:19:52.81,began using computers on a regular basis

1:19:48.180,1:19:55.15,mid 90s mid 90s and that you started

1:19:52.810,1:19:57.34,using them basically just for like as

1:19:55.150,1:19:59.41,almost as the typewriter is and then how

1:19:57.340,1:20:01.69,did that how did that sort of change you

1:19:59.410,1:20:03.40,start where there's like things that it

1:20:01.690,1:20:06.55,became part of your life that you get

1:20:03.400,1:20:10.51,more with computers I really did not

1:20:06.550,1:20:11.98,start actively composing and composing

1:20:10.510,1:20:14.68,sometimes the bulk of the poem and

1:20:11.980,1:20:17.68,occasionally this has not happened to

1:20:14.680,1:20:22.63,very often that post poem I just point

1:20:17.680,1:20:24.46,out that prose poem in stanzas had to be

1:20:22.630,1:20:29.47,composed on the computer the whole of it

1:20:24.460,1:20:32.68,by which I mean I set the margins and I

1:20:29.470,1:20:34.54,still allowed the the word processing

1:20:32.680,1:20:38.65,program to determine where the ends of

1:20:34.540,1:20:41.95,the lines were but that also required

1:20:38.650,1:20:44.08,that I not sort of run the line on too

1:20:41.950,1:20:45.50,far before I began what I felt was in

1:20:44.080,1:20:47.23,other stanzas so I

1:20:45.500,1:20:49.16,my students accuse me of hitting pros

1:20:47.239,1:20:53.63,bumps I don't hate pros bones I just

1:20:49.160,1:20:55.43,don't see the point which is probably

1:20:53.630,1:20:56.75,ignorant of me there are prose poems I

1:20:55.430,1:20:58.69,love but yet I've never I've never

1:20:56.750,1:21:00.73,really been interested in writing one

1:20:58.699,1:21:04.13,until I sort of gave myself this

1:21:00.739,1:21:06.32,challenge what if I allowed the computer

1:21:04.130,1:21:08.21,to determine where the lines and but

1:21:06.320,1:21:10.19,still found a way to make its structure

1:21:08.210,1:21:11.44,appears though a reverse and not prose

1:21:10.190,1:21:14.75,yeah

1:21:11.449,1:21:18.73,and that's so that's what I that's what

1:21:14.750,1:21:21.08,I did I think however when I when I

1:21:18.739,1:21:22.61,first started trying to compose or do

1:21:21.080,1:21:24.50,the bulk of the composition on the

1:21:22.610,1:21:27.73,computer was after I was in this little

1:21:24.500,1:21:32.21,space which probably would have been

1:21:27.739,1:21:38.46,somewhere around 2000 late 2008 Ott's

1:21:32.210,1:21:40.69,about 2008 maybe and I started out just

1:21:38.469,1:21:46.10,on a kind of lark what happened if I

1:21:40.699,1:21:50.53,come out here and sit down and make a

1:21:46.100,1:21:53.81,poem in lines on the word processor and

1:21:50.530,1:21:57.89,the first I don't I think I was on

1:21:53.810,1:22:04.36,sabbatical and two as I am now

1:21:57.890,1:22:09.14,yeah I would have builded in 2007 and I

1:22:04.360,1:22:12.17,I didn't have much luck I didn't have

1:22:09.140,1:22:14.63,much luck making actual poems until all

1:22:12.170,1:22:17.36,of a sudden I did yeah

1:22:14.630,1:22:21.53,and that's when I decided to sort of

1:22:17.360,1:22:24.17,convert myself to part-time writing

1:22:21.530,1:22:27.44,longhand and part-time writing on the

1:22:24.170,1:22:31.07,computer and and that's and I've been

1:22:27.440,1:22:38.05,very comfortable with that ever since

1:22:31.070,1:22:41.69,so about 200,
1:22:38.050,1:22:44.17,that's when I really got started on it

1:22:41.699,1:22:47.82,and so you're sort of talking about this

1:22:44.170,1:22:50.17,today I guess are there any sort of

1:22:47.829,1:22:51.67,techniques or formats that you were able

1:22:50.170,1:22:54.34,to leave while you sort of said that's

1:22:51.670,1:22:55.44,it I guess it okay the more the more

1:22:54.340,1:22:58.03,sort of pressing business do you think

1:22:55.449,1:23:00.82,the you're using the computer has given

1:22:58.030,1:23:02.71,you advantages over previous of writing

1:23:00.820,1:23:06.03,and conversely has it what sort of

1:23:02.710,1:23:12.51,disadvantages you see it I don't see any

1:23:06.030,1:23:16.30,disadvantages really I have no sort of

1:23:12.510,1:23:18.57,worries about what it might do but at

1:23:16.300,1:23:21.57,this point I can't quite bring myself to

1:23:18.579,1:23:24.36,go back mainly because I'm having it

1:23:21.579,1:23:26.26,seems like I'm having good luck and part

1:23:24.369,1:23:28.86,of that may just be that I've gotten to

1:23:26.260,1:23:34.42,that point in my life or my career as a

1:23:28.860,1:23:37.15,writer I know a lot of tricks I know how

1:23:34.420,1:23:38.61,to trick myself I know how to uh I know

1:23:37.150,1:23:40.42,how to get going I know how to get out

1:23:38.619,1:23:42.34,of a lot of tight spaces I know how to

1:23:40.420,1:23:44.50,surprise myself for how to do those

1:23:42.340,1:23:47.61,things that might lead me to surprise

1:23:44.500,1:23:49.11,myself and I can do that on the computer

1:23:47.619,1:23:53.61,and I can do that with I can get

1:23:49.119,1:23:55.90,somewhere faster or so it seems

1:23:53.619,1:23:58.17,it might be an illusion but I don't

1:23:55.900,1:24:01.38,think that it is if there is a

1:23:58.179,1:24:04.38,disadvantage I don't have I don't have

1:24:01.389,1:24:14.36,well let me let me grab it let me grab

1:24:04.380,1:24:18.30,one of these no when this was 1996 I

1:24:14.369,1:24:20.65,mean but you I mean you can see I don't

1:24:18.309,1:24:23.17,do I mean look how neat that it's just

1:24:20.650,1:24:25.27,not a lot of there's not a lot of love

1:24:23.170,1:24:27.25,but you know there's then there's a

1:24:25.270,1:24:33.67,little bit more and crossing out and

1:24:27.250,1:24:37.30,stuffing what this is telling us yeah

1:24:33.670,1:24:38.86,there's a big big chunk cut and some of

1:24:37.300,1:24:43.21,us sometimes there's a little bit more

1:24:38.860,1:24:45.63,but and all those kinds of things but I

1:24:43.210,1:24:45.63,don't

1:24:45.659,1:24:50.36,the major revisions even here probably

1:24:47.969,1:24:55.83,began when I started converting to the

1:24:50.360,1:25:00.23,Knicks 9 when I started converting it to

1:24:55.830,1:25:04.46,type 2 a typewritten document yeah but I

1:25:00.239,1:25:08.07,missed this sometimes and I go back and

1:25:04.469,1:25:10.35,look and think I look how cool is this

1:25:08.070,1:25:12.27,is sort of an interesting thing to have

1:25:10.350,1:25:15.27,and I'm not producing this anymore

1:25:12.270,1:25:19.11,yeah and that yeah I worry about that I

1:25:15.270,1:25:23.61,mean I think I think and and no one

1:25:19.110,1:25:25.88,knows and you if you're if you're

1:25:23.610,1:25:29.21,writing in hopes that your poems will

1:25:25.889,1:25:31.94,last that makes you pretty normal but

1:25:29.219,1:25:35.06,there's no guarantee that and you know

1:25:31.949,1:25:37.02,you just feel no I mean everybody

1:25:35.060,1:25:38.69,everybody hopes that they might write

1:25:37.020,1:25:41.15,something that might last but you know

1:25:38.699,1:25:44.82,you don't always do the best you can and

1:25:41.159,1:25:47.52,but if there's a point at which one's

1:25:44.820,1:25:49.26,work draws the attention of some kind of

1:25:47.520,1:25:52.35,a scholar somebody who's willing to

1:25:49.260,1:25:53.88,study what you've done documents like

1:25:52.350,1:25:56.73,that are going to be really really

1:25:53.880,1:25:59.31,interesting because it was put on the

1:25:56.730,1:26:02.94,page by the hand of the poet rather than

1:25:59.310,1:26:05.28,just yeah ignited electronically no

1:26:02.940,1:26:10.17,there's so there's no thought being sort

1:26:05.280,1:26:11.76,of Express no and yeah well you get some

1:26:10.170,1:26:14.28,of some of these some of the margin me

1:26:11.760,1:26:17.10,and my own marginalia on my own poems

1:26:14.280,1:26:18.48,honey there's a big question mark but

1:26:17.100,1:26:23.25,then there's other times there's like

1:26:18.480,1:26:27.54,notes tools tools yeah uh I just saw a

1:26:23.250,1:26:29.31,couple of others egad I'll just pick it

1:26:27.540,1:26:32.76,up and I don't know what I wanted to

1:26:29.310,1:26:35.69,build on my glasses on but yeah making

1:26:32.760,1:26:38.04,notes to myself sometimes notes and

1:26:35.699,1:26:41.17,frustration yeah you know this is

1:26:38.040,1:26:41.17,idiotic right

1:26:43.690,1:26:50.44,says what I do it from classes Jesus oh

1:26:47.199,1:26:56.50,yeah Jesus just saw a truck get hit by

1:26:50.440,1:27:00.04,the train oh Jesus no I did Jesus Jesus

1:26:56.500,1:27:02.64,as in Jesus you have somebody and

1:27:00.040,1:27:06.37,understood subject oh yeah well yeah

1:27:02.640,1:27:08.71,well it's there's there's there's Lucy

1:27:06.370,1:27:10.33,do Lucifer duelin great yeah when it hit

1:27:08.710,1:27:18.55,his brother Jesus Christ who was born

1:27:10.330,1:27:20.44,dead so I get this is a sort of simple

1:27:18.550,1:27:23.41,maybe don't really simple but I the

1:27:20.440,1:27:26.92,internet play roles you like is that

1:27:23.410,1:27:30.64,connected yeah yeah I'm I when I built

1:27:26.920,1:27:34.66,the thing in 2002 I couldn't Ethernet

1:27:30.640,1:27:38.52,cable buried an Ethernet cable up so I

1:27:34.660,1:27:41.71,do I am wired out here yeah but I try to

1:27:38.520,1:27:43.36,not stay connected very awesome because

1:27:41.710,1:27:48.67,it's such an easy distraction on the

1:27:43.360,1:27:50.73,other hand we we came and I enjoyed

1:27:48.670,1:27:52.81,Scotland so much we I've been trying to

1:27:50.739,1:27:54.64,get her to apply to go to the castle at

1:27:52.810,1:27:57.46,Hawthorn and Rachelle has been there oh

1:27:54.640,1:27:59.19,yeah but then it turns out you can't get

1:27:57.460,1:28:01.30,on what you go don't want you to go as a

1:27:59.199,1:28:03.79,couple and there's no internet and kids

1:28:01.300,1:28:07.21,to forget it because she's a prose

1:28:03.790,1:28:10.78,writer and she said you know so much of

1:28:07.210,1:28:12.25,her the NSA must have a file five feet

1:28:10.780,1:28:14.71,thick on her because she written run a

1:28:12.250,1:28:16.54,novel about she downloaded maps of all

1:28:14.710,1:28:19.84,the oil fields and pipelines in the

1:28:16.540,1:28:22.93,Middle East I mean the course they're

1:28:19.840,1:28:25.27,watching her but all that came through

1:28:22.930,1:28:28.36,the internet so I mean it's it's a

1:28:25.270,1:28:29.83,useful thing and I still use it every

1:28:28.360,1:28:32.28,now and then and if I do wind up

1:28:29.830,1:28:36.00,submitting a poll I just sent a poem

1:28:32.280,1:28:42.94,well right before we left for the UK to

1:28:36.000,1:28:44.35,Paul Muldoon and and that you know it's

1:28:42.940,1:28:45.33,the only way to submit into New Yorkers

1:28:44.350,1:28:47.60,electronically

1:28:45.330,1:28:49.98,I'm not interested in in paper anymore

1:28:47.600,1:28:55.74,yeah I mean all the although you know

1:28:49.980,1:28:58.14,that's amazing you know that's good

1:28:55.740,1:29:00.96,somehow yeah it makes every week let you

1:28:58.140,1:29:05.19,use it for every one I think I think so

1:29:00.960,1:29:10.02,I think so it's I mean I did I don't I

1:29:05.190,1:29:14.22,don't worry about the book disappearing

1:29:10.020,1:29:16.14,and going to ebooks much and if it does

1:29:14.220,1:29:17.10,all these books of mine are going to be

1:29:16.140,1:29:22.65,worth a fortune

1:29:17.100,1:29:24.48,it's all that's the way I look at it so

1:29:22.650,1:29:26.67,I guess we sort of talked about this but

1:29:24.480,1:29:29.78,if you when do you consider a piece of

1:29:26.670,1:29:33.72,writing finished do you and had this

1:29:29.780,1:29:37.53,machine changer for opinion on that

1:29:33.720,1:29:39.45,regard I think that it that it's just

1:29:37.530,1:29:42.18,the same as a typewritten I don't

1:29:39.450,1:29:44.76,consider anything complete until I print

1:29:42.180,1:29:47.43,it off and then set it off into the

1:29:44.760,1:29:50.51,world but when I may when I did the when

1:29:47.430,1:29:54.36,I did the selected poems both here and

1:29:50.510,1:29:56.22,in the UK I made some changes not big

1:29:54.360,1:29:58.22,changes but I made some changes here and

1:29:56.220,1:30:03.33,there in poems so I don't consider the

1:29:58.220,1:30:06.09,sacred ever but mostly when I'm ready to

1:30:03.330,1:30:08.34,put it in a book it's it's it's finished

1:30:06.090,1:30:10.53,I'm just I'm not going to mess with it

1:30:08.340,1:30:14.87,anymore because I'm not you know I

1:30:10.530,1:30:18.27,really I just talked with Terence Hayes

1:30:14.870,1:30:20.40,whom I've known for a long time since he

1:30:18.270,1:30:24.60,was a he was never a wee boy he's nine

1:30:20.400,1:30:29.40,foot tall anyway but he didn't want to

1:30:24.600,1:30:32.13,read poems out of books at all bruh and

1:30:29.400,1:30:34.59,and we were both in England with Dennis

1:30:32.130,1:30:37.80,Newark C and katha pollitt they were the

1:30:34.590,1:30:39.24,four Americans there and I said I know

1:30:37.800,1:30:41.28,what you mean he's I said that I got

1:30:39.240,1:30:42.99,this brick look I've got to read from

1:30:41.280,1:30:44.76,the book every one of the publishers

1:30:42.990,1:30:47.70,here he wants to move copies in because

1:30:44.760,1:30:49.17,yeah you're right he doesn't have a

1:30:47.700,1:30:52.08,British publisher so they shipped

1:30:49.170,1:30:53.37,Penguin Books over there because I'd

1:30:52.080,1:30:54.38,want people to buy them otherwise they

1:30:53.370,1:30:58.46,got to ship them all

1:30:54.389,1:31:01.61,ACK so he had to read poems from from

1:30:58.469,1:31:03.36,the books and as he said to me and I

1:31:01.619,1:31:04.94,understand it's absolutely of readings

1:31:03.360,1:31:07.22,I'm not really interested in reading

1:31:04.949,1:31:09.47,those poems yeah it's like once that

1:31:07.229,1:31:12.30,books out there run along I'm interested

1:31:09.479,1:31:14.09,in in reading and sharing what I'm

1:31:12.300,1:31:18.89,working on is sort of testing it in

1:31:14.090,1:31:22.05,reading situations how do you feel about

1:31:18.899,1:31:23.63,the security and fixity of your files

1:31:22.050,1:31:26.11,when you have this but you have the

1:31:23.639,1:31:30.86,backup is that pretty much what worried

1:31:26.119,1:31:33.36,well yeah I did on this bookshelf here

1:31:30.869,1:31:37.11,there's a little piece of wood functions

1:31:33.360,1:31:44.09,as a book stop and I didn't used to have

1:31:37.110,1:31:47.13,that I had a big marble Oh book end at

1:31:44.099,1:31:48.80,which I was sitting like this at my feet

1:31:47.130,1:31:51.36,on the Hasek I was reading and I heard

1:31:48.809,1:31:56.01,something go slide and I just turned

1:31:51.360,1:32:00.30,just to see this 12 pound marble book

1:31:56.010,1:32:02.01,and just crush my laptop I managed to

1:32:00.300,1:32:03.44,pull the get the hard drive out and

1:32:02.010,1:32:05.23,retrieve everything hard drive was fine

1:32:03.449,1:32:11.63,it didn't hurt to just kill the the

1:32:05.239,1:32:13.32,mechanism yeah so I I'm not too worried

1:32:11.639,1:32:14.36,about it and then I also print things

1:32:13.320,1:32:16.05,off relentlessly

1:32:14.369,1:32:20.30,I mean I'd every time I get through a

1:32:16.050,1:32:24.51,draft and which is why I fill up so many

1:32:20.309,1:32:27.95,cartons of paper North Texas those

1:32:24.510,1:32:30.17,people who buy so many piles of writers

1:32:27.959,1:32:33.44,papers especially Western writers yeah

1:32:30.179,1:32:37.64,pay by the pound ha ha ha

1:32:33.449,1:32:38.93,so are you kidding me you should you're

1:32:37.649,1:32:40.86,going to pay me anything from my

1:32:38.939,1:32:47.36,electronic files now I'm printing this

1:32:40.860,1:32:49.19,off so it tapers heavy so I guess you

1:32:47.369,1:32:51.17,talked about having an external hard

1:32:49.199,1:32:53.92,drive before how did you what was that

1:32:51.179,1:32:56.18,process I can we more concerned about

1:32:53.929,1:32:59.36,crashes and whatnot in the earlier days

